ibge7_code,snapshot,avg_yearly_deforestation,lagged_deforestation,deforest_rel_forest_area,lagged_rel_forest_area,EG_InterMunicCop,EG_envir.council,EG_envir.fund,EG_envir.person,EG_envir.agency,GE_employees,GE_consortiums,GE_masterplan,ROL_div_land,ROL_U_improvement,ROL_U_neighborhood,ROL_zoning,RQ_ag_comp,RQ_nonag_comp,RQ_ag_personnel,RQ_non_ag_personnel,RQ_enterprise_incentive_existence,RQ_enterprise_restriction_existence,VA_n_candidates,VA_n_compan_communic,VA_prop_votes,VA_webpage,VA_mayor_woman,GE,RQ,VA,TT_cities_50K,munic.area.sq.km,state,forest_area,indig_land,crop_tot,distance_road,distance_river,crop_dens,cattle_tot,cattle_dens,popden,GDP_reais,pa
1501006,TS4,26.299999999999997,18.200000000000003,0.001697759989671422,0.001174875734297334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2114007,TS1,12.25,268.775,0.020833333333333332,0.4571003401360544,0,0,0,-0.148380884,0,-0.702231509398482,0,1,0,0,0,0,-0.537382649,-0.40793372,-0.216808262,-0.539659636,1,0,1.853614869,-0.135636298,-0.7233563,1,0,0.0992561635338393,-0.116964045,0.532564642,144.467513232897,2438,Maranhao,0.20508613617719443,0.19552912223133714,13875.25,1.583728348,28.96,5.691242821985234,117074.75,48.02081624282199,19.92842493847416,3625.6228710211894,0
2114007,TS2,12.824999999999998,12.25,0.021811224489795913,0.020833333333333332,0,0,0,-0.31307616,0,0.0942854867616951,0.125,1,0,0,0,0,-0.558615314,0.033996239,-0.26792913,-0.404371502,1,0,0.006336467,-0.092221901,-0.672419191,1,0,0.406428495587232,-0.032819951,0.083479319,144.467513232897,2438,Maranhao,0.20508613617719443,0.19552912223133714,13523.75,1.583728348,28.96,5.5470672682526665,122098.25,50.08131665299426,20.2428219852338,6043.195817798671,0
2114007,TS3,3.55,12.824999999999998,0.006037414965986395,0.021811224489795913,0,1,1,-0.291810543,0,-1.18987165460336,0,0,0,0,0,0,-0.5811343,0.033645187,-0.295716687,-0.362378672,0,0,-0.125410424,-0.06968144,-0.280203175,1,1,-0.396623884867787,-0.200930745,0.3985966,144.467513232897,2438,Maranhao,0.20508613617719443,0.19552912223133714,8975.25,1.583728348,28.96,3.6813986874487283,130395.4,53.48457752255947,20.647149302707138,7559.124116592418,0
2114007,TS4,0.6499999999999999,3.55,0.0011054421768707482,0.006037414965986395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100359,TS1,17.875,58.625,0.022799744897959183,0.07477678571428571,0,1,0,-0.148380884,0,0.927169802003957,0.25,0,0,0.5,0,0,2.406901735,1.305202291,0.200494811,-0.09259369,0,0,0.113301642,-0.148797082,-0.673330225,0,0,0.392389934001319,0.636667525,-0.140007146,402.336137639868,2241,Mato Grosso,0.25613565372601516,0.5402945113788488,5525.5,6.79779752,1.483316606,2.465640339134315,101369.5,45.23404730031236,2.143797411869701,7769.495758963418,0
5100359,TS2,10.450000000000001,17.875,0.013329081632653063,0.022799744897959183,0,0,0,-0.31307616,0,-0.444841522481411,0.25,0,0,0.5,0,1,1.068548304,1.219201458,0.097965968,-0.050251188,1,0,-0.80473129,-0.15324711,0.742743036,1,0,-0.0649471741604703,0.555910757,0.234502937,402.336137639868,2241,Mato Grosso,0.25613565372601516,0.5402945113788488,6640,6.79779752,1.483316606,2.962962962962963,113977.5,50.86010709504686,2.4183400267737616,11113.811237199003,0
5100359,TS3,1.075,10.450000000000001,0.001371173469387755,0.013329081632653063,0,0,0,-0.291810543,0,-0.198261006036863,0.25,0,0,1,0,1,0.20478143,0.468962168,1.163691428,-0.215937811,1,0,-0.125410424,-0.1636052,-1.234451696,1,0,0.0172463313210457,0.436916203,-0.08996553,402.336137639868,2241,Mato Grosso,0.25613565372601516,0.5402945113788488,19030,6.79779752,1.483316606,8.491744756804998,43908.2,19.59312806782686,2.7044846050870146,17565.79631233758,0
5100359,TS4,25.5,1.075,0.032525510204081634,0.001371173469387755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100805,TS1,79.30000000000001,225.27499999999998,0.0043576217166721625,0.012379107594241124,0.5,1,1,-0.148380884,0,0.22405742342573,0.25,1,1,0.5,0,0,1.790947931,1.226637816,0.014233733,0.472914176,0,0,0.113301642,-0.161957865,1.775507203,1,1,0.491352474475243,0.584122276,0.972202211,1543.73999070909,20401,Mato Grosso,0.8441252879760796,0.7288613303269448,3072.5,63.57,0.438923049,0.15060536248223128,203407,9.970442625361501,0.35367138865741876,9215.356363258375,0.49364316208029013
5100805,TS2,13.825,79.30000000000001,7.596988680074734e-4,0.0043576217166721625,0,1,1,-0.31307616,0,-0.210060578603639,0.125,1,0,1,0,0,1.962454598,1.184127411,-0.033063483,0.680747216,1,1,0.006336467,-0.118375562,-1.000206874,1,1,0.30497980713212,0.965710957,0.251532398,1543.73999070909,20401,Mato Grosso,0.8441252879760796,0.7288613303269448,1574.25,63.57,0.438923049,0.07716533503259644,241215.25,11.82369736777609,0.4229694622812607,12393.405956657782,0.49364316208029013
5100805,TS3,16.275,13.825,8.943290471480382e-4,7.596988680074734e-4,0,1,1,-0.291810543,0,-0.554991247952154,0.25,1,1,0,0,1,1.311877903,0.865108597,-0.038500706,0.465672129,1,1,-0.844180618,-0.0629726,0.602488925,1,1,0.231669584015949,0.767359654,0.439577077,1543.73999070909,20401,Mato Grosso,0.8441252879760796,0.7288613303269448,428.5,63.57,0.438923049,0.021003872359198077,233905.6,11.465398754962992,0.45701191118082446,14210.714860299244,0.49364316208029013
5100805,TS4,28.45,16.275,0.0015633586108363556,8.943290471480382e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506005,TS1,53.975,123.55,0.005902132312739202,0.013510114816839803,0,0,0,-0.148380884,0,-0.27804082252753,0,0,0,0,0,0,0.082886705,-0.981893194,0.341687194,-0.656580685,0,0,0.113301642,-0.148797082,-1.257878508,0,0,-0.0926802741758433,-0.202316663,-0.286144217,1034.59404270065,14785,Para,0.6033141697666554,0,10083.75,2.241460171,1.26561101,0.682025701724721,103107.25,6.973774095366926,1.9232330064254313,3728.697028310181,0.05627350521406831
1506005,TS2,36.699999999999996,53.975,0.004013121924548934,0.005902132312739202,0,0,0,-0.31307616,0,0.196153968163743,0,1,0,0,0,0,-0.440103168,-0.995194193,0.196950384,-0.697560695,1,0,-0.80473129,-0.144529223,0.472828843,0,1,0.398717989387914,-0.155984612,0.167024388,1034.59404270065,14785,Para,0.6033141697666554,0,7166.25,2.241460171,1.26561101,0.4846973283733514,123957.5,8.384004058167061,1.9374535001690902,6882.851432610992,0.19722618922759555
1506005,TS3,35.325,36.699999999999996,0.0038627665390924006,0.004013121924548934,0,1,1,-0.291810543,0,1.60757920126261,0,1,1,1,1,1,-0.482906723,-0.909782827,0.255327601,-0.65879409,1,1,-0.125410424,-0.15018752,0.491523505,1,1,0.869193067087537,0.033973994,0.59152827,1034.59404270065,14785,Para,0.6033141697666554,0,3576.25,2.241460171,1.26561101,0.24188366587757862,118085.8,7.9868650659452145,1.977409536692594,9572.270488438911,0.19722618922759555
1506005,TS4,26.450000000000003,35.325,0.0028922908693275015,0.0038627665390924006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101450,TS1,33.525,43.725,0.026927710843373493,0.03512048192771085,0,0,1,0.276971849,0,2.01666711566759,0,0,0,0,0,0,0.311340335,-0.196300339,-0.264300313,-0.16738267,1,1,0.113301642,-0.175118649,0.284858335,1,0,0.672222371889197,0.280559502,0.349539994,175.217842438197,2568,Rondonia,0.3956386292834891,0.07250778816199377,5016.5,9.281037122,13.62,1.9534657320872275,142354.25,55.43389797507788,1.5333917445482865,10139.90222842994,0
1101450,TS2,7.975,33.525,0.006405622489959839,0.026927710843373493,0,0,0,0.40502548,1,0.0398525373238328,0,0,0,0.5,0.5,0.5,1.866827764,0.617678641,1.416671787,0.172711213,0,0,-0.80473129,-0.17940077,1.526903288,0,0,0.0132841791079443,0.678981568,0.180543,175.217842438197,2568,Rondonia,0.3956386292834891,0.07250778816199377,3380.25,9.281037122,13.62,1.3162967289719627,150393.5,58.56444704049844,1.898753894080997,12614.356029532404,0
1101450,TS3,5.225,7.975,0.004196787148594377,0.006405622489959839,0,0,0,0.05798954,1,0.00249177932550005,0,0,0,0,0,0,1.764459208,0.061050971,1.857225898,-0.212678171,0,0,-0.844180618,-0.15689636,0.090855438,1,0,8.30593108500017e-4,0.578342984,0.061668705,175.217842438197,2568,Rondonia,0.3956386292834891,0.07250778816199377,1223.25,9.281037122,13.62,0.47634345794392524,166011.4,64.64618380062305,2.196748442367601,16198.998448925327,0
1101450,TS4,6.050000000000001,5.225,0.004859437751004016,0.004196787148594377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101807,TS1,1.675,13.399999999999999,0.011317567567567568,0.09054054054054053,0,1,1,0.025430323,0,-0.380808772098352,0,0,1,1,0,1,-0.294532667,-0.247661165,-0.264300313,-0.299047008,1,0,0.983458256,-0.175118649,-1.767422147,0,0,-0.126936257366117,-0.017590192,-0.195990973,156.553245188883,974,Rondonia,0.10985626283367557,0,10275,0.372240888,8.497230025,10.549281314168377,154868,159.00205338809036,9.893737166324435,8856.825610958336,0
1101807,TS2,0.39999999999999997,1.675,0.0027027027027027024,0.011317567567567568,0,1,0,0.109193627,1,0.410861296066794,0,0,1,1,0,1,-0.444673045,0.05069811,-0.316300254,-0.153324792,0,0,-0.80473129,-0.17940077,0.781594354,1,0,0.136953765355598,-0.14393333,0.244215766,156.553245188883,974,Rondonia,0.10985626283367557,0,7238.75,0.372240888,8.497230025,7.431981519507187,157816,162.0287474332649,8.513347022587268,11568.56005788712,0
1101807,TS3,1.75,0.39999999999999997,0.011824324324324325,0.0027027027027027024,1,1,0,0.661448257,1,0.43778516655756,0.5,0,1,1,0,1,-0.688712461,-0.101354563,-0.316547984,-0.199610914,1,0,-0.844180618,-0.17031404,-0.35307812,1,0,0.312595055519187,-0.051037654,-0.049314685,156.553245188883,974,Rondonia,0.10985626283367557,0,1681.75,0.372240888,8.497230025,1.7266427104722792,164444.4,168.83408624229978,8.501283367556468,15755.067781769874,0
1101807,TS4,4,1.75,0.02702702702702703,0.011824324324324325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200203,TS1,10.475,26.875,0.0012529904306220095,0.003214712918660287,0,0,0,-0.064999006,1,-1.39801379831256,0,1,0,0.5,0,0,-0.480303014,0.232086401,-0.233730416,0.416022496,0,0,0.983458256,0.167061723,-0.892260961,0,1,-0.132671266104187,-0.010987422,0.272799324,621.517349114848,9202,Acre,0.8964355574875027,0.06559443599217561,12764,1.826206712,14.6,1.3870897630949794,38076.25,4.137823299282765,8.731797435340143,7443.468574984443,0.18764087810693325
1200203,TS2,12.450000000000001,10.475,0.0014892344497607656,0.0012529904306220095,0,0,0,0.310387859,1,-1.16474069881728,0,1,0,0.5,0,0.5,-0.618075573,0.565487714,-0.280637414,0.575107992,0,0,-0.80473129,0.326236671,-0.347630734,1,1,-0.0549135662724266,0.040313787,0.211909494,621.517349114848,9202,Acre,0.8964355574875027,0.06559443599217561,15824.5,1.826206712,14.6,1.719680504238209,37615.25,4.087725494457726,8.544446859378397,10666.402971027395,0.19723927070528147
1200203,TS3,7.325,12.450000000000001,8.761961722488039e-4,0.0014892344497607656,0,1,1,0.849938458,1,-0.697590251810928,0,1,1,0,1,1,-0.488718266,0.477231322,-0.267781131,0.551839106,0,0,-0.125410424,0.198672158,-0.858817108,1,1,0.100803249396357,0.045428505,0.253943117,621.517349114848,9202,Acre,0.8964355574875027,0.06559443599217561,8168.25,1.826206712,14.6,0.8876602912410345,34308.8,3.7284068680721587,8.827537491849599,13401.610222698231,0.19723927070528147
1200203,TS4,12.9,7.325,0.001543062200956938,8.761961722488039e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505551,TS1,8.175,21.849999999999998,0.019698795180722893,0.05265060240963855,0,1,0,-0.148380884,0,-0.486903303256662,0,1,0,0.5,0.5,0,1.495062927,-0.750166431,0.313679122,-0.469572317,0,0,-0.756854971,-0.135636298,0.30192014,0,0,0.171032232247779,0.098167217,-0.113733708,102.206648189853,1674,Para,0.2126642771804062,0.12001194743130228,2553.75,5.689001322,10.42,1.5255376344086022,141769.75,84.6892174432497,4.577359617682198,4256.130505709625,0
1505551,TS2,2.4000000000000004,8.175,0.005783132530120483,0.019698795180722893,0,1,1,-0.31307616,0,0.990614069770139,0,1,0,1,1,0,0.980944151,-0.564431365,0.541848667,-0.45505403,1,0,-0.80473129,-0.161964996,0.098331659,1,0,0.663538023256713,0.250551237,0.073400092,102.206648189853,1674,Para,0.2126642771804062,0.12001194743130228,1442.5,5.689001322,10.42,0.8617084826762246,130342.5,77.86290322580645,3.640083632019116,7772.971198818413,0
1505551,TS3,0.9500000000000001,2.4000000000000004,0.0022891566265060242,0.005783132530120483,0,1,1,-0.291810543,0,1.60728258009573,0,1,1,1,1,0,0.711138627,-0.256871682,-0.108036182,-0.238547342,1,0,-0.844180618,-0.17031404,0.092427908,1,0,0.869094193365243,0.184613904,0.062061823,102.206648189853,1674,Para,0.2126642771804062,0.12001194743130228,740.5,5.689001322,10.42,0.4423536439665472,121156.6,72.37550776583035,3.337962962962963,15517.014898662252,0
1505551,TS4,0.6000000000000001,0.9500000000000001,0.0014457831325301207,0.0022891566265060242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1701309,TS1,24.099999999999998,24.525,0.07554858934169278,0.0768808777429467,0,0,1,-0.148380884,0,-0.620892476953339,0,0,0,0,0,0.5,-0.810038709,-0.735994986,-0.264300313,-0.628355667,0,0,0.113301642,-0.175118649,-1.107432348,0,0,-0.206964158984446,-0.406448279,-0.248532677,107.678186843198,1180,Tocantins,0.14576271186440679,0,1604.75,3.472719993,12.76,1.359957627118644,78250,66.3135593220339,5.920338983050847,3643.7589464643575,0
1701309,TS2,3.3749999999999996,24.099999999999998,0.010579937304075233,0.07554858934169278,0,0,0,-0.31307616,0,0.734550497603914,0,1,0,0,0,1,-0.792132146,-0.48605169,-0.316300254,-0.573538672,0,1,-0.80473129,-0.17940077,0.685218717,0,0,0.578183499201305,-0.19467046,-0.029878143,107.678186843198,1180,Tocantins,0.14576271186440679,0,1568.25,3.472719993,12.76,1.3290254237288135,79112.5,67.04449152542372,4.901483050847458,7391.1216771126,0
1701309,TS3,1.9249999999999998,3.3749999999999996,0.006034482758620689,0.010579937304075233,0,0,0,-0.291810543,0,0.0174191628094932,0,0,0,1,0,0,-0.688712461,-0.658353138,-0.316547984,-0.676298108,0,0,-0.844180618,-0.18373172,0.576529988,1,1,0.0058063876031644,-0.389985282,0.433087343,107.678186843198,1180,Tocantins,0.14576271186440679,0,1261.75,3.472719993,12.76,1.069279661016949,83366,70.64915254237287,5.01864406779661,10785.258358662613,0
1701309,TS4,1.4,1.9249999999999998,0.004388714733542319,0.006034482758620689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1714880,TS1,0.15,0.325,0.007894736842105263,0.017105263157894738,0,1,1,-0.148380884,0,-0.277431859884847,0,0,0,0,0,0,-0.290127433,0.220875692,-0.264300313,0.685248588,0,0,-0.756854971,-0.135636298,1.18681553,0,1,-0.092477286628282293,0.058616089,0.35749014,87.834318091445,1573,Tocantins,0.010171646535282899,0,7420,1.780277097,29.86,4.717101080737445,71925,45.72472981563891,6.749205340114431,9911.279611924834,0
1714880,TS2,0.07500000000000001,0.15,0.003947368421052633,0.007894736842105263,0,1,0,-0.31307616,0,-0.305821680854527,0,0,1,0,0,1,-0.459660716,0.466082967,-0.316300254,0.840130395,0,0,-0.80473129,-0.170682883,-0.097020725,0,1,-0.101940560284842,0.088375399,0.024561996,87.834318091445,1573,Tocantins,0.010171646535282899,0,4270,1.780277097,29.86,2.714558169103624,73325,46.61474888747616,6.886363636363637,18090.52597567449,0
1714880,TS3,0.025,0.07500000000000001,0.0013157894736842105,0.003947368421052633,1,1,1,-0.291810543,0,-0.560662000078169,0.25,0,0,0,0,0,-0.478688056,0.449767295,-0.316547984,0.807776714,0,0,-0.844180618,-0.15689636,-0.168801864,1,1,-0.103554000026056,0.077051328,0.24675438,87.834318091445,1573,Tocantins,0.010171646535282899,0,1070.5,1.780277097,29.86,0.6805467260012714,77899.6,49.522949777495235,7.285123966942149,22675.361054147215,0
1714880,TS4,0,0.025,0,0.0013157894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101500,TS1,37.599999999999994,70.65,0.016585796206440226,0.0311645346272607,0,0,0,-0.148380884,0,-0.774699592150227,0,0,0,0.5,0,0,-0.571802372,0.132960166,-0.264300313,-0.044368531,0,0,0.113301642,-0.175118649,-0.827470836,0,0,-0.258233197383409,-0.124585175,-0.178542299,451.674375635422,3821,Rondonia,0.5244700340225072,0.46532321381837216,8707.75,7.891941565,29.87,2.2789191311175085,176737,46.25412195760272,3.6381182936404084,6583.8899379552195,2.3321486260141324e-4
1101500,TS2,7.65,37.599999999999994,0.003374503749448611,0.016585796206440226,0,0,0,1.47532557,1,-0.218514598726621,0,0.5,0,1,0,0,-0.546872113,0.166545789,-0.316300254,0.266048547,0,0,0.006336467,-0.17940077,-1.067359952,1,0,0.0938284670911263,-0.071763005,-0.015255871,451.674375635422,3821,Rondonia,0.5244700340225072,0.46532321381837216,7784,7.891941565,29.87,2.037163046322952,181609.25,47.52924627060979,3.07439152054436,12081.95960756773,2.3321486260141324e-4
1101500,TS3,7.9750000000000005,7.65,0.0035178650198500225,0.003374503749448611,0,0,0,0.964923005,1,-0.259789395265101,0.25,0,0,1,0,0,-0.401313498,0.223064518,-0.316547984,1.162426397,0,0,-0.125410424,-0.18373172,-0.990952835,1,1,-0.00326313175503366,0.111271572,0.220909185,451.674375635422,3821,Rondonia,0.5244700340225072,0.46532321381837216,7232.75,7.891941565,29.87,1.8928945302276892,197325,51.64224025124313,3.2874901858152317,15928.78239063806,2.3321486260141324e-4
1101500,TS4,6.5,7.9750000000000005,0.002867225408028231,0.0035178650198500225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100148,TS1,7.3500000000000005,17.575,0.025432525951557095,0.06081314878892733,0,0,0,0.041171349,0,-0.472119078447984,0,0,0,0,0,0,-0.810038709,0.524076784,-0.264300313,0.281757994,0,0,-0.756854971,-0.017189246,-0.061420068,0,0,-0.157373026149328,-0.044750707,-0.20456876,142.710370427912,1167,Rondonia,0.19365895458440446,8.56898029134533e-5,11027.5,0.166208267,3.952275769,9.449443016281062,160774,137.7669237360754,15.143530419880035,9462.226623284765,0
1100148,TS2,2.05,7.3500000000000005,0.007093425605536332,0.025432525951557095,0,0,0,-0.31307616,0,-0.738690707085608,0,0,1,0.5,0,1,-0.543799473,0.56769817,-0.316300254,0.427273395,0,0,-0.80473129,0.003674855,-0.336596084,0,0,-0.246230235695203,0.02247864,-0.285331844,142.710370427912,1167,Rondonia,0.19365895458440446,8.56898029134533e-5,10148,0.166208267,3.952275769,8.695801199657241,130456,111.78748928877464,16.569408740359897,11169.637731750834,0
1100148,TS3,1.2,2.05,0.004152249134948096,0.007093425605536332,0,1,1,-0.108673133,1,-0.663156657062071,0,0,1,1,0,1,-0.428118133,0.313042845,-0.305734882,0.240860352,0,1,-0.125410424,-0.0294284,-0.562844315,1,0,-0.22105221902069,0.13667503,0.077936315,142.710370427912,1167,Rondonia,0.19365895458440446,8.56898029134533e-5,6670,0.166208267,3.952275769,5.715509854327335,168871,144.70522707797772,18.466152527849186,14278.120649651972,0
1100148,TS4,1.35,1.2,0.0046712802768166094,0.004152249134948096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1716653,TS1,1.45,11.95,0.014795918367346938,0.12193877551020407,0,1,1,-0.148380884,0,0.263730735546434,0,0,0,0,0,0,-0.170049775,-0.310860014,-0.264300313,-0.523042375,0,0,-0.756854971,-0.175118649,0.964973151,0,1,0.0879102451821447,-0.211375413,0.302029545,129.38982163995,1213,Tocantins,0.05688375927452597,0,1685,4.7839895629999996,7.288526639,1.3891178895300906,83337.5,68.70362737015664,4.266075845012366,5207.517271365767,0
1716653,TS2,0.2,1.45,0.0020408163265306124,0.014795918367346938,0,1,1,-0.31307616,0,0.24905679977304301,0,0,0,0,0,0,-0.222710585,-0.522912849,-0.316300254,-0.590239245,0,0,-0.80473129,-0.17940077,1.195693258,0,1,0.083018933257681,-0.275360489,0.347740492,129.38982163995,1213,Tocantins,0.05688375927452597,0,1028.75,4.7839895629999996,7.288526639,0.8481038746908491,86412.5,71.23866446826051,4.1712695795548225,8546.667325460745,0
1716653,TS3,0.19999999999999998,0.2,0.002040816326530612,0.0020408163265306124,0,1,1,-0.291810543,0,0.963411873749449,0,0,0,0,0,0,-0.688712461,-0.417275223,-0.316547984,-0.436696449,1,0,-0.844180618,-0.18373172,0.494999926,0,1,0.321137291249816,-0.143205353,0.162704827,129.38982163995,1213,Tocantins,0.05688375927452597,0,533.75,4.7839895629999996,7.288526639,0.4400247320692498,93671,77.22258862324814,4.4204451772464965,13639.164490861618,0
1716653,TS4,0.3,0.19999999999999998,0.003061224489795918,0.002040816326530612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5107248,TS1,41.35,122.85,0.01365137008913833,0.04055793991416309,0,1,0,-0.148380884,0,0.3390521095211,0.25,0,0,1,0,0,2.468517122,1.11736111,0.118301545,0.933014855,0,0,0.983458256,-0.161957865,-0.695734571,1,0,0.1963507031737,0.772865772,0.321930921,216.744153109014,3836,Mato Grosso,0.6407716371220021,0,64208,0.284179495,0.448930758,16.738269030239834,35889,9.355839416058394,1.1410974973931178,20993.020732194873,0
5107248,TS2,7.375,41.35,0.0024347969626939583,0.01365137008913833,0.5,1,0,-0.31307616,0,0.306946127766991,0.375,0.5,0,0.5,0,0,2.439360485,0.946475967,-0.041167626,0.826791137,1,0,-0.80473129,-0.170682883,0.793098558,1,0,0.393982042588997,0.861909994,0.247091817,216.744153109014,3836,Mato Grosso,0.6407716371220021,0,102263,0.284179495,0.448930758,26.65875912408759,44403.75,11.57553441084463,1.104014598540146,42595.70247933884,0
5107248,TS3,15.475,7.375,0.005108946847144272,0.0024347969626939583,0,0,1,-0.291810543,0,0.215386953194812,0.25,0,0,0,0,0,8.886007133,2.233123952,0.637735376,1.138047088,0,0,-0.844180618,-0.17702288,0.773695557,1,0,0.155128984398271,2.149152258,0.232378735,216.744153109014,3836,Mato Grosso,0.6407716371220021,0,146254,0.284179495,0.448930758,38.1266944734098,29744,7.753910323253389,1.1139859228362878,79341.74223366291,0
5107248,TS4,20.9,15.475,0.0068999669858038955,0.005108946847144272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104677,TS1,1.625,57.099999999999994,0.019345238095238096,0.6797619047619047,0,0,0,-0.148380884,0,-0.535211346684305,0,1,0,0,0,0,-0.46358169,-0.640335085,-0.248726913,-0.654736045,0,0,0.983458256,-0.175118649,0.30946889,0,1,0.154929551105232,-0.334563289,0.573231787,184.256696857904,1045,Maranhao,0.03827751196172249,0,3584.5,0.17327372,12.23,3.4301435406698566,14820.5,14.182296650717703,27.442105263157895,2767.7476723506643,0
2104677,TS2,0.425,1.625,0.00505952380952381,0.019345238095238096,0,0,0,-0.31307616,0,0.431831951523683,0,1,0,0,0.5,0,-0.333927938,-0.169891465,-0.277882968,-0.580906262,0,0,0.006336467,-0.135811336,-0.001521342,0,1,0.477277317174561,-0.227101439,0.251203781,184.256696857904,1045,Maranhao,0.03827751196172249,0,3036.75,0.17327372,12.23,2.905980861244019,20459.25,19.57822966507177,24.068421052631578,5901.894519213566,0
2104677,TS3,0.125,0.425,0.001488095238095238,0.00505952380952381,0,0,0,-0.291810543,0,1.14294859380878,0,1,1,1,1,1,-0.465462083,-0.059488545,-0.298020878,-0.533694987,0,0,0.593359769,-0.11664332,0.557490247,1,1,0.71431619793626,-0.226111082,0.787712504,184.256696857904,1045,Maranhao,0.03827751196172249,0,2302.75,0.17327372,12.23,2.2035885167464113,22822.8,21.84,24.07153110047847,7498.1305717608,0
2104677,TS4,0.05,0.125,5.952380952380953e-4,0.001488095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2109908,TS1,0,0,0,0,0,0,0,-0.148380884,0,-0.613046427582927,0,1,0,0,0,0,-0.629784137,0.849585038,-0.135283186,0.718027451,0,0,-0.756854971,0.298669558,0.618916068,1,0,0.128984524139024,0.133757528,0.215515274,42.690230504319,778,Maranhao,0.0012853470437017994,0,2384.75,1.136459452,7.162180525,3.065231362467866,52605,67.61568123393316,102.33354755784062,6279.04490959675,0
